,Title,Company,Talking,Cleaning,Food,Building,Organizing,Computers,Numbers,Translating,Machinery,Description,Wage,Link
435,Renewable Solar Technici...,Spark Power Corp,X,,,X,,,,,,"A Renewable Solar Technician is tasked with the service and maintenance responsibilities of a solar or energy storage facility. The technician must be competent and qualified to work on all aspects of the electrical, mechanical, and civil components. The Audience: - Experienced Renewable Solar Te...",~$22,https://spark-power.breezy.hr/p/db3480c68dba01-renewable-solar-technician
436,Independent Living Servi...,Bridges MN,,,,,X,,,,,"Independent Living Services -PT Department: Central Location: St. Cloud, MN START YOUR APPLICATION PART TIME: 10 Hours/week ILS BRIDGES MN HAS ORIENTATION FOR DIRECT SUPPORT PROFESSIONALS EVERY MONDAY! All employees are eligible for PTO, 401K and PROFIT SHARING. WHY WORK FOR US? Our purpose at Br...",~$15,https://de.jobsyn.org/e2dd824ac8324006bd7d6d44fc8fef281387
437,Executive Leader Adolesc...,MONROE OPERATIONS,X,,,,,,,,X,Executive Leader Adolescent Behavioral Health\Relocation Assistance available Category Healthcare Job Locations US-MN-St. Cloud Type Full-Time About Us Newport Healthcare is a series of evidence-based healing centers for adolescents and families struggling with mental health issues. With location...,~$32,https://de.jobsyn.org/69af59227a0e415082baa937e7386e121387
438,Retail Lead Store Associ...,DSW,X,,,,X,,,,X,"Job Description General Summary: The Lead Store Associate assists store management in all activities to drive sales and results. Demonstrates behaviors that align with the company values of Accountability, Collaboration, Humility and Passion. The Lead partners with the management team on store pr...",~$17,https://www.snagajob.com/jobs/618846457
439,Diesel Truck Mechanic,Maizis and Miller,,,,,,,,,,"A well-established truck dealership is looking for Diesel Mechanics who are looking to join their growing team in St.Cloud, MN! Mechanics seeking ongoing growth and job stability are encouraged to apply! The Ideal Diesel Technician Will Have: At least 3+ years' truck and/or engine repair experien...",$30,https://mechanicshub.com/mechanic-jobs/diesel-truck-mechanic-job-14033
440,Production Associate-Opt...,National Vision,,,,,,,,,X,"Company Description At National Vision, we believe everyone deserves to see their best to live their best. We help people by making quality eye care and eyewear more affordable and accessible. National Vision, Inc. (NVI) is one of the largest optical retailers in the United States. We offer an in...",~$12,https://www.jobshq.com/job/3807346/production-associate-optical-night-shift/
441,Drivers Needed Asap!,__?__,,,,,,,,,,"ATTN: ANY FORMER FED EX GROUND DRIVERS! WE WANT YOU!! AVERAGE OF 12 STOPS PER DAY! Waltco Inc. is looking for Independent Contractors with liftgate trucks to perform deliveries in the St. Cloud, MN Market. Work is daily and routes start and end at our building. Previous experience is a plus. *Cus...",~$13,https://stcloud.craigslist.org/trp/d/saint-cloud-drivers-needed-asap/7306275856.html
442,Class A CDL Truck Driver,__?__,,,,,,,,,,"Located in Minnesota. We’re looking for Class A drivers to work M-F hauling year round intermodal and dry van freight. We have a dry van position available and an intermodal position available. We have Saturday work available if you want it. We run MN, IA, WI, and the Dakotas consistently. We hav...",$34,https://stcloud.craigslist.org/trp/d/henderson-class-cdl-truck-driver/7306272221.html
443,$5000 SIGN ON BONUS!! Ki...,__?__,,,,,,,,,,"$5,000 SIGN ON BONUS!! Kitchen Installers or Carpenters Needed! Join the network of Remodeling Contractors that support Mad City customers in their new refacing division! Mad City’s large brand provides remodeling professionals the opportunity to make a difference and improve the daily lives of c...",~$23,https://stcloud.craigslist.org/trd/d/saint-cloud-5000-sign-on-bonus-kitchen/7311102714.html
444,CDL - Hiring Bonus,__?__,,,,,,,,,,"Start a Fun Fast Paced new driving job with us. Great home time, great benefits. Drive new trucks, work a job that one enjoys going to with a great group of co-workers. Work will be night shift. Stay a period of time and get a hiring bonus. $1,200 hiring bonus to stay 1 full year. Send contact in...",~$32,https://stcloud.craigslist.org/trp/d/cold-spring-cdl-hiring-bonus/7306317677.html
445,Advanced CNC Machinist /...,__?__,,,,X,X,,,,X,"Are you an experienced Machinist that wants to advance in your career? Would you enjoy working in a clean, safe and climate-controlled shop? Earn top pay and take advantage of incredible training and room for growth with an organization that is constantly investing in their employees and new mach...",$26,https://stcloud.craigslist.org/mnu/d/clear-lake-advanced-cnc-machinist/7306203176.html
446,SHIFT LEAD,__?__,X,,X,,,,,,,"Five Guys Burgers and Fries is one of America's most successful hamburger concepts, not just for its food, ranked the #1 burger in America by Zagat survey, but also because of its employees. We have a unique work environment where crew members and management are trained to work every position in ...",~$27,https://www.joinfiveguys.com/job/shift-lead-food-service-us-mn-saint-cloud-4144-2nd-st-5527527-3597/
447,LAB ASSISTANT Full-time ...,CentraCare Health System,,,,,,X,,,,"Job Description Full-time, 80 hours per pay period (two weeks), Primarily working 8a-5p Monday- Friday JOB SUMMARY: Performs tasks that are necessary to support pre-testing and post-testing functions within CentraCare Health Laboratories. Supports and demonstrates Family Centered Care principles ...",~$18,https://www.snagajob.com/jobs/552622973
448,Drywall Project Manager:...,GPAC,,,,,,,,,,"JOB DESCRIPTION: $80K-$120K SEEKING COMMERCIAL DRYWALL PROJECT MANAGERS & ESTIMATORS GPAC: #1 Commercial Drywall Recruiting Firm in North America: WORK FOR A LEADING CONTRACTOR I am working with multiple well-respected, firmly established Commercial Drywall Contractors seeking experienced Project...",~$25,https://www.careerbuilder.com/job/J3Q6TN65QDJJ5Y7C134
449,Full Time Retail Sales R...,SAS Retail Services,X,,X,,X,X,,,,Full Time Retail Sales Representative Job Locations US-MN-Saint Cloud Primary Posting Location : City Saint Cloud Primary Posting Location : State/Province MN Primary Posting Location : Postal Code 56301 Primary Posting Location : Country US Requisition ID 2021-330204 Position Type Full Time Cate...,~$16,https://sasretail-uscareers.icims.com/jobs/330204/full-time-retail-sales-representative/job?in_iframe=1
450,Looking to Get Your CDL ...,CRST Expedited,,,,,,X,,,,"Looking to Get Your CDL or Just Graduated? CRST can help! We’re proud to announce the largest team driver pay increase in CRST history! Join us and earn up to $0.85 CPM. With an incredibly competitive base pay and a wide range of bonus incentives, CRST’s new pay package gives you the power to ear...",~$36,https://www.classadrivers.com/truck-driving-jobs/detail/2401884/looking-to-get-your-cdl-or-just-graduated-crst-can-help?state=MN
451,Installation Service Tec...,"Ferguson Enterprises, LLC.",,,,X,X,,,,X,"**Job Description:** If a career with an organization that rewards performance and provides a stable and supportive environment for its associates nationwide sounds good to you, Ferguson may just be the place for you. Our people are our biggest asset and share a common passion for customer servic...",~$20,https://de.jobsyn.org/56928f457ada4d3ca1f332f24ffa9a671387
452,Account Executive - Outs...,hibu,X,,,,X,,,,,"Job Details Description If you can’t wait for the next new product to be launched, and networking on Facebook & LinkedIn is second nature to you, we’ve got a great opportunity for you! We are seeking tech-savvy, Account Executives who are passionate about social media, SEO and driving sales. This...",~$30,https://recruiting2.ultipro.com/HIB1000HIBU/JobBoard/128df787-b185-4175-9daa-1ee69da4a0b2/OpportunityDetail?opportunityId=82e04bad-5b44-4d9c-b2a6-3b3a75a24d2d
453,Customer Service/Adminis...,Townsquare Media,X,,,,,,X,,,"Customer Service/Administrative Assistant As a team member of Townsquare Media and The Value Connection this position requires excellent administrative skills, an outgoing personality, and professional but friendly demeanor with the ability to be flexible and multi-task. Responsibilities - Take o...",~$17,https://boards.greenhouse.io/embed/job_app?for=townsquaremedia&token=3100493
454,CLIENT SERVICES PART TIM...,"Express Services, Inc.",X,,,,X,X,,,,"Share Located in Saint Cloud, MN Salary: $17.00+ Client Specialist for Non-Profit Organization, Part-Time Are you looking for an on-site, part-time opportunity to help people become the best version of themselves? Use your experience in human services, social work, or the non-profit sector to mak...",$17,http://jobs.expresspros.com/job/details?jobControlNum=13685286
455,Distribution Project Man...,"Xcel Energy, Inc.",X,,,X,X,X,,,,"Job ID: 11613548 Job Location: Job Electric Distribution Project Management Intern Job Work Type: Work Days: Work Vary: Yes , Shift: Other, Hours Per Week: 40, Work Type: Regular Salary Offered: Unspecified Benefits: Unspecified. Physical Required: Unspecified Drug Testing Required: Unspecified E...",~$27,https://student.internships.com/job/bug_38986083718?context=search
456,Front Desk Supervisor- $...,Aimbridge Hospitality,X,,,,X,X,,,,The Front Desk Supervisor is responsible for assisting the Front Desk Manager and/or General Manager while providing attentive courteous and efficient service to all guests prior to arrival and throughout their stay. He/she is also responsible for maximizing room revenue and occupancy. QUALIFICAT...,$14,https://de.jobsyn.org/24dce93394a542db80524a824d679c3b1387
457,Lab Technician,Acara Solutions,,,,,,,,,X,"Acara Solutions is looking for an Lab Technician for our Client located in Saint Cloud, MN This position supports Client Mission by performing routine work in assigned areas that are usually repetitive, requiring limited analysis and use of individual judgment. This position is closely supervised...",$14,https://de.jobsyn.org/4c43b78669334573aa6fbe5001d761811387
458,"Coach, Head, Dance, 2021...",St Cloud School District 742,,,,,X,,,,,"TYPE OF POSITION: Extracurricular Hours may vary based on program needs REPORTS TO: Activities Director, Building Principals SUPERVISION: Assistant Coaches, Volunteers (under the direction of the Activities Director) QUALIFICATIONS: MN Coaching license or Bachelor's Degree in sports/fitness relat...",~$19,https://de.jobsyn.org/4c9946de93c44572a7de42156edac2d81387
459,"Coach, Assistant, Dance,...",St Cloud School District 742,X,,,,X,,,,,"TYPE OF POSITION: Extracurricular After school hours; specific hrs/days to be determined Hours may vary based on program needs REPORTS TO: Activities Director, Head Coach SUPERVISION: None QUALIFICATIONS: Prior playing and coaching experience at the collegiate and/or high school level Proven expe...",~$19,https://de.jobsyn.org/9ca23c28f15e4c77a5a4f0fd4a11e25a1387
460,FT Sales/third key,National Vision,,,,,X,,,,,Job Description What would you do? – The Specifics - Meet NVI’s sales and company objectives. - Follow the America’s Best “Code of Excellence” to ensure customer satisfaction by creating a warm and welcoming environment for customers. - Assist with dispensing eyeglasses and contact lenses to cust...,~$19,https://jobs.smartrecruiters.com/NationalVision1/743999742280150-ft-sales-third-key
461,EXPERIENCED FRAMERS,__?__,,,,,,,,,,"If you feel undervalued and underpaid, now is the time to change it up! Currently looking for all levels Framing carpenters for residential. If you know how to get it done safe at a decent pace, you are what we are looking for. Jobsites in Twin Cities North Metro. We are stick framing homes in Ra...",~$22,https://stcloud.craigslist.org/trd/d/anoka-experienced-framers/7310020700.html
462,Work From Home - Custome...,__?__,,,,,X,,,,,"Our company that has been around for over 35 years is looking to expand. We are interviewing for remote positions in customer sales & service (entry level, no experience required). Interview remotely, start work within the week. What do the remote positions involve? Primary responsibilities inclu...",$17,https://stcloud.craigslist.org/csr/d/saint-cloud-work-from-home-customer/7305666439.html
463,Granite / Quartz install...,__?__,,,,,,,,,,AHE Granite is looking to hire a motivated individual to join our company. The position consists of installing granite and quartz countertops primarily in a residential setting working as a two (sometimes three) person team. Most days will consist of roughly 3 hrs of paid drive time. Prior experi...,~$20,https://stcloud.craigslist.org/trd/d/kimball-granite-quartz-installer-wanted/7305840336.html
464,Regional Prime CDL Drive...,__?__,,,,,,,,,,10% Company-Wide Pay Increase - Apply today! Get Some choices as to when you want to get home and how long you want to stay. One of the toughest parts about being a truck driver is home time can impact your check. Our Regional Prime position is designed to battle exactly that with you give you th...,~$36,https://stcloud.craigslist.org/trp/d/saint-cloud-regional-prime-cdl-driver/7305568579.html
465,Diesel Mechanic,__?__,,,,,,,,,,"Looking for a diesel/trailer mechanic to work Monday-Friday, no weekends. Full time. We offer full benefits, holiday pay, and paid vacation. Apply at Schill Trucking. See Butch. or call 320 252 4550",~$25,https://stcloud.craigslist.org/trp/d/saint-cloud-diesel-mechanic/7305657827.html
466,Senior Administrative As...,CentraCare Health,X,,,,,,,,,"Full-time 76-80hrs/pp; Mon-Fri Days; Work From Home Opportunities JOB SUMMARY: Coordinates the creation, maintenance, and revision process of Physician and APP order sets, smart sets, protocols, therapy plans, and smart sets ensuring compliance to standards. Coordinates medical/physician/APP stud...",~$28,https://elyb.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/204521
467,Manager of Sales,Harbor Freight Tools,X,,,,X,,,,X,"We're a 40 year-old, $6 billion national tool retailer with the energy, enthusiasm and growth potential of a start-up. We have over 1150 stores in 49 states across the country and are opening a new location every week. We offer our customers more than 5,000 tools and accessories, from hand tools ...",~$17,https://retirementjobs.com/job/manager-of-sales-st-cloud-mn-21137699
468,RECEPTIONIST - SEASONAL,First American Financial Corporation,X,,,,X,,,,X,"Company Summary Join our team! First American's Direct division provides comprehensive title insurance protection and professional settlement services for real estate purchases, refinances and equity loans. As a global leader in providing title insurance, settlement services and risk solutions fo...",~$13,https://firstam.wd1.myworkdayjobs.com/en-US/firstamericancareers/job/USA-Minnesota-St-Cloud/Receptionist---Seasonal_R023169
469,Warehouse Admin Coord,Bluestem Brands,X,,,,X,,,,,Job Details Description Bluestem Brands is the parent company to six eCommerce retail brands. We have one mission: to build a dynamic retail enterprise that wins with direct-to-consumer excellence and entrepreneurial-minded employees focused on serving our customers’ unique needs. Our leadership ...,~$17,https://recruiting2.ultipro.com/BLU1014BLB/JobBoard/44031a56-0218-42d0-97df-e385e486af12/OpportunityDetail?opportunityId=9e093337-6e8b-4aa5-acb3-cf0a22a6bfbe
470,Administrative Assistant...,MSS,,,,,X,,,,,"Responsibilities - Answer and direct incoming calls and greet visitors and persons served when they arrive at the center. - Perform administrative duties for the agency's program staff as needed. These duties may include, but are not limited to sorting and directing mail, processing mailings/comm...",~$17,https://www.jobshq.com/job/3738134/administrative-assistant-st-paul-program-750-sign-on-bonus/
471,OTR CDL A Drivers - 2000...,J- Mar Enterprises,,,,,,,,,,"Job Description Job Description: OTR CDL A Drivers - $2,000 Signing Bonus! Competitive Pay! Call Us At: (877) 596-2559 or Apply Below! J-Mar Enterprises is a family-owned Trucking Company, based in West Fargo, ND, in business for over 35 years, looking for drivers who want to have a place to work...",~$32,https://www.snagajob.com/jobs/624509378
472,Babysitter Needed For 3 ...,Care.com,,,,,,,,,,Job Description Seeking a babysitter near Saint Cloud for 3 children. Hoping you can start immediately!,~$15,https://www.snagajob.com/jobs/623017330
473,Behavior Specialist with...,Bridges MN,,,,,X,,,,,"Behavior Specialist with-Autism experience 2pm-10pm Department: Great River Location: Saint Cloud, MN START YOUR APPLICATION Behavior Specialist with Autism experience Shift- Every/Every other 2pm-10pm Pay- $15/hr BRIDGES MN HAS ORIENTATION FOR DIRECT SUPPORT PROFESSIONALS EVERY MONDAY! We offer ...",$15,https://de.jobsyn.org/3964938af6a64698ba1b84942be3453f1387
474,Behavior Technician Supe...,Bridges MN,,,,,,,,,,"Behavior Technician Supervisor in Training 3pm-11pm Department: Great River Location: Saint Cloud, MN START YOUR APPLICATION Behavior Technician Supervisor in Training - Sherburne county FT/PT positions available $16-$17/hr Shift 3pm-11pm Role Description: The role of this Behavior Technician is ...",$17,https://de.jobsyn.org/f541fbfba94d4d7e8371a244edfa955f1387
475,Regional CDL A Truck Dri...,WEST SIDE TRANSPORT,,,,,,,,,,"10% Company-Wide Pay Increase Get Some much deserved family and friend time with our Regional – Free Weekends position. exactly how it sounds in that you get home all weekend, every weekend. Consistent freight, home time and paycheck is what drivers have been begging for years, and West Side Tran...",$25,https://www.jobs.net/jobs/west-side-transport/en-us/job/United-States/Regional-CDL-A-Truck-Driver-Free-Weekends-2k-Bonus/J3P02L6TBQ3YD89XKPK/
476,Front Desk Supervisor- $...,"Aimbridge Hospitality, LLC (“Aimbridge”)",X,,,,X,X,,,,Front Desk Supervisor- $14.50 Property Fairfield St Cloud Posted Date 1 day ago (4/12/2021 5:38 PM) ID 2021-34869 Location US-MN-St Cloud Category Front Office/Guest Services Type Regular Status Full-Time Job Summary The Front Desk Supervisor is responsible for assisting the Front Desk Manager an...,$14,https://careers-aimbridge.icims.com/jobs/34869/front-desk-supervisor--%2414.50/job?in_iframe=1
477,House Supervisor,The Mentor Network,X,,X,,X,,,,,"Job Description REM Central Lakes, a partner of The MENTOR Network, provides services for Individuals with intellectual and development disabilities, Traumatic Brain Injury, Autism, and other complex needs. Hiring Immediately! New wages starting at $16.00 per hour!With us, theProgram Supervisor o...",$16,https://www.snagajob.com/jobs/594802372
478,Business Development Rei...,The Mentor Network,X,,,,X,,,,,"Job Description REM Minnesota, a partner of The MENTOR Network, provides services for Individuals with intellectual and development disabilities, Traumatic Brain Injury, Autism, and other complex needs. Business Development Reintegration Specialist Do you have strong leadership skills and extensi...",~$23,https://www.snagajob.com/jobs/548790051
479,Program Specialist,"Veterans Affairs, Veterans Health Administration",X,,,,X,,,,,"Summary The incumbent serves as the Outreach Coordinator for the St. Cloud VA Health Care System (SCVAHCS). The incumbent is responsible for the development, management and direction of the SCVAHCS outreach program. The functional duties and primary focus of this position is to increase Veteran a...",~$18,https://de.jobsyn.org/ed96475ce1964992b92d7f5e214bf6a01387
480,Automotive Master Techni...,Dodge of Burnsville,,,,,,,,,,Chrysler Master Level Technician Dodge of Burnsville is looking for a Chrysler Master Level Technician to join their industry leading Service Team. Enjoy excellent pay and performance incentives at a dealership where your skills will be recognized and rewarded. Job Responsibilities: Confer with c...,~$25,https://www.careerbuilder.com/job/J334MV625M1KW06PSCL
481,CDL-A Company Driver - L...,CDL Life,,,,,,X,,,,"Halvor Lines Local Drivers Needed. ﻿Halvor Lines has been voted a ""Best Fleets to Drive For"" nine consecutive years! Are you ready to get off the road and have a home daily position with a well established company? If so, Halvor Lines is currently seeking Class A driver in the Twin Cities. The po...",~$29,https://jobs.thejobnetwork.com/job/459588717/agricultural-equipment-operator-job-in-saint-cloud-mn-56398
482,CDL-A Company Driver - O...,CDL Life,,,,,,X,,,,Job Description Halvor Lines Hiring Solo Flatbed OTR Drivers!. Halvor Lines is a family-run trucking and logistics company that believes customer and driver satisfaction drive our success. Job Details: - $1400 Weekly Average & Good Home Time - Named a Best Fleets To Drive For 8 years running - Fl...,$35,https://www.snagajob.com/jobs/616634147
483,CDL-A Company Driver - O...,CDL Life,,,,,,X,,,,"Job Description Company Driver Reefer Division. Halvor Lines is a family-run trucking and logistics company that believes customer and driver satisfaction drive our success. Job Details: - Average length of haul is 1100 miles - Full medical, dental, and vision benefits - Best Fleet to Drive For 8...",~$32,https://www.snagajob.com/jobs/616634139
484,Hill Brothers Transporta...,Hill Brothers Transportation,,,,,,,,,,"Job Description Job DescriptionClass A company truck drivers needed now for dedicated, regional routes with great pay & home time! Hill Bros. is now seeking CDL-A by Jobble",~$32,https://www.snagajob.com/jobs/624189077
485,Associate account direct...,Horizontal Digital,X,,,,X,,,,,"Horizontal Digital is an experience forward digital consultancy. So, what does this mean? We help organizations not only meet ever-increasing customer expectations but set the bar higher in the process. We offer unique opportunities as a boutique firm at a global scale, and we deliver on this pro...",~$31,https://www.jobshq.com/job/3738585/associate-account-director/
486,2nd Shift Maintenance Me...,LP Building Solutions,,,,,,,,,,Job Description We are looking for a 2nd Shift Maintenance Mechanic II to join our growing maintenance team at LP Watkins MN! We offer great pay and benefits. .75 shift differential for 2nd shift. This position has the potential to move into a lead position for 2nd shift. Pay based on experience ...,~$22,https://www.energyjobline.com/job/2nd-shift-maintenance-mechanic-ii-great-pay-and-benefits-3169303
487,CDL-A Company Truck Driv...,J&r Schugel,,,,,,,,,,Job Description CDL-A COMPANY TRUCK DRIVER JOBS COVID-19 RESPONSE Earn Up To 73 CPM w/ J&R Schugel's generous ESOP program and VERY achievable pay enhancers! 100% employee-owned J&R Schugel gets you HOME on great OTR runs! Join the carrier that promotes a family environment and a drivers-first fo...,~$26,https://www.snagajob.com/jobs/617664540
488,Customer Care Representa...,Renewal by Andersen,,,,,X,X,,,,"Renewal by Andersen is adding a Customer Care Representative to our team in Roseville, MN! Renewal by Andersen is united by the common goal of making a difference in the lives of our homeowners, our colleagues, our families, and in the communities, we serve. We believe that we can make the world ...",~$13,https://www.jobshq.com/job/3791272/customer-care-representative/
489,(USA) Tbc Tire Tech,Walmart,,,,,,X,,,X,"Position Summary... As a Tire & Battery Center Technician you will work to provide safe and efficient service in both the sales and service areas of the department and deliver to our members more of what they love, for less. You will work collaboratively with other associates to ensure the club m...",~$14,https://www.gettinghired.com/job-details/4072586/-usa-tbc-tire-tech/
490,Paid CDL-A Truck Driver ...,__?__,,,,,,X,,,X,"Looking for a career change? Get PAID to get your CDL with Halvor Lines! With 52 family owned and operated years under our belt, we know what it takes to provide drivers with the lifestyle, hometime, and paychecks they need. We're proud to have been nominated by our drivers for the Best Fleets to...",~$36,https://stcloud.craigslist.org/trp/d/saint-cloud-paid-cdl-truck-driver/7316721487.html
491,HOUSE FRAMER,__?__,,,,,,,,,,Hi I'm looking to add another hard worker to our crew. Preferably younger . We build houses around the otsego area. Willing to train.if you have experience that is a plus. Must have reliable transportation and valid driver's license. Thanks &#128522;,~$19,https://stcloud.craigslist.org/lab/d/saint-cloud-house-framer/7304071921.html
492,★★★DRIVER PAY INCREASE★★...,__?__,,,,,,,,,,"***Get our sweeping pay increase and add thousands of dollars to your annual earnings with Roehl!*** Roehl Transport is looking for Experienced drivers Haul cheese and other frozen or temperature controlled products. In our OTR Refrigerated Fleet driving job, you’ll haul cheese and other frozen o...",~$36,https://stcloud.craigslist.org/trp/d/saint-cloud-driver-pay-increase-cdl/7304512531.html
493,Automotive Service Techn...,__?__,X,,,,,,,,,WE WANT EXPERIENCED TECHS - UP TO $5000 HIRING BONUS AND UP TO $51/HR About Us Do you want a career in a great work environment with great benefits? Tenvoorde Ford is now looking for Technicians for all classifications. Our technicians are currently averaging $36.24 per hour with our top 5 techni...,~$18,https://stcloud.craigslist.org/trd/d/saint-cloud-automotive-service/7304298742.html
494,CDL Class A Driver- NO T...,__?__,,,,,,,,,X,"Here at Blackhawk Transport, we treat every associate and customer with honesty and integrity, tapping into each person's potential to ensure long-term success for everyone. We are a stable company that has grown over 500% in the last 5 years and we’re looking for motivated driving associates to ...",$37,https://stcloud.craigslist.org/trp/d/sauk-rapids-cdl-class-driver-no-tarping/7316875892.html
495,Reconditioning Manager -...,__?__,,X,,,,X,,,,"What Employees Love about Tenvoorde Ford Daily/Weekly engagement with ownership/management team – we take every opportunity to listen and make our team feel valued. This is where our best ideas come from. Weekly salary Upward mobility – Tenvoorde Ford is growing, and other leadership positions ar...",~$17,https://stcloud.craigslist.org/trd/d/saint-cloud-reconditioning-manager-car/7304295807.html
496,Automotive Commercial Sa...,__?__,,,,,X,X,,,,"What Employees Love about Tenvoorde Ford Commercial Sales Department Daily/Weekly engagement with ownership/management team – we take every opportunity to listen and make our team feel valued. This is where our best ideas come from. Weekly salary, monthly bonus potential Upward mobility – Tenvoor...",~$19,https://stcloud.craigslist.org/sls/d/saint-cloud-automotive-commercial-sales/7304297616.html
497,Quick Lane Technician - ...,__?__,,,,,,,,,,Quick Lane Tire and Auto located at Tenvoorde Ford in St. Cloud is looking for Part-time and Full-time Tire/Lube Technicians. These individuals need to be able to work in a fast pace environment and perform top notch service. The Quick Lane Tire/Lube Technicians are responsible for performing qua...,~$18,https://stcloud.craigslist.org/trd/d/saint-cloud-quick-lane-technician-auto/7304299391.html
498,Mobile Service Technicia...,__?__,X,,,,,X,,,,What Employees Love about Tenvoorde Ford Daily/Weekly engagement with ownership/management team – we take every opportunity to listen and make our team feel valued. This is where our best ideas come from. Unique opportunity to be part of a NEW way of doing service by going TO the customer! GUARAN...,~$22,https://stcloud.craigslist.org/trd/d/saint-cloud-mobile-service-technician/7304297022.html
499,Assistant Service and Pa...,__?__,,,,,,X,,,,"What Employees Love about Tenvoorde Ford Daily/Weekly engagement with ownership/management team – we take every opportunity to listen and make our team feel valued. This is where our best ideas come from. Weekly salary, monthly bonus potential Upward mobility – Tenvoorde Ford is growing, and othe...",~$31,https://stcloud.craigslist.org/sls/d/saint-cloud-assistant-service-and-parts/7304296444.html
500,Service Manager - St. Cl...,__?__,,,,,,X,,,,"What Employees Love about Tenvoorde Ford QuickLane Daily/Weekly engagement with ownership/management team – we take every opportunity to listen and make our team feel valued. This is where our best ideas come from. Weekly salary, monthly bonus potential Upward mobility – Tenvoorde Ford is growing...",~$22,https://stcloud.craigslist.org/sls/d/saint-cloud-service-manager-st-cloud/7304298205.html
501,Customer Service Represe...,Aerotek,,,,,,,,,,"Job Description Description: WORK FROM HOME AFTER 6 MONTHS Customer service (60-80% inbound), 70-80 calls per day. They will be representing a variety of healthcare systems and communicating with customers regarding outstanding balances on their medical bills. The goal of the phone calls will be ...",~$13,https://www.snagajob.com/jobs/622774940
502,Assistant Director - Pro...,Moody's Corporation,X,,,,X,X,,X,,"Moody's (NYSE: MCO) is a global integrated risk assessment firm that empowers organizations to make better decisions. Our data, analytical solutions and insights help decision-makers identify opportunities and manage the risks of doing business with others. We believe that greater transparency, m...",~$32,https://careers.moodys.com/jobs/19933BR-assistant-director-product-management-ifrs-17-edinburgh-london-saint-cloud-cedex/
503,Insurance Agent,Security National Life Insurance Company,,,,,,,,,,"Benefits : Uncapped commissions paid daily Career advancement opportunities Sales incentives, contests and bonuses throughout the year Qualifications : Life Insurance license or motivated to obtain one Desire to help others Go getter attitude with ability to work independently Responsibilities : ...",~$36,https://www.jobshq.com/job/3733086/insurance-agent/
504,Retail Management Intern...,Kwik Trip,X,,,,X,,,,,"Job Information Kwik Trip/Kwik Star Retail Management Intern #149 in St. Cloud, Minnesota Retail Management Intern #149 Date: Apr 9, 2021 Location: St. Cloud, MN, US, 56304 Company: Kwik Trip Inc Location: Kwik Trip #149 750 15th Ave SE St. Cloud, MN 56304 Requisition: 115597 Range Min: $13.99 Sh...",$14,https://student.internships.com/job/bug_38985099576?context=search
505,Guest Service Leader #12...,KWIK TRIP INC,,,,,X,,,,X,"Location: Kwik Trip #120 725 44th Avenue N St. Cloud , MN 56301 Requisition: 115606 Range Min: $13.99 Shift: Variable Guest Service Leader: Kwik Trip is seeking energetic, outgoing and positive people to make a difference in the communities we serve. Our Guest Service Leaders delegate tasks, trai...",$14,https://jobs.kwiktrip.com/job/St_-Cloud-Guest-Service-Leader-120-MN-56301/731962200/
506,Maintenance Team Member,Pan-O-Gold Baking Company,,,,,,,,,X,"As a member of the maintenance department you’ll: Work as a team to maintain automated production line equipment and machinery Resolve equipment line issues with operators Perform variety of equipment repairs Learn or develop fabrication skills, welding, basic machining Troubleshoot errors and al...",~$20,https://www.countryhearthjobs.com/job-listings/maintenance-jobs/
507,Material Handler/Shippin...,Bay State Search,X,,,,,X,,,X,"Bay State Search has teamed up with our client a well-established software technology company located in Saint Cloud, MN We have been asked to identify team players to join a highly skilled Shipping and Receiving Professional. The ideal candidate will have an upbeat attitude, strong verbal and wr...",$14,https://job-openings.monster.com/material-handler-shipping-receiving-saint-cloud-mn-us-bay-state-search/226095415?WT.mc_n=sk_feed_wantedtech
508,SAS Part Time Merchandis...,SAS Retail Services,X,,X,,X,,,,X,"Summary Part Time Merchandiser SAS Are you looking to join a team for a fast-growing company that can offer you flexible scheduling, competitive rates, and the possibility for advancement as you move throughout your career? If so, SAS Retail Services has a great opportunity for you!As an SAS team...",~$11,https://de.jobsyn.org/205f1ec16fa34b109e5bc9abf4860b151387
509,Relief Customer Service ...,"Ameripride Services, Inc.",X,,,,X,X,X,,X,"Job Description The Relief Customer Service Representative Driver builds solid, positive working relationships with customers and is highly motivated to exceed their expectations and requirements. AUS operates in a very competitive environment and successful Relief Customer Service Rep Driver mus...",~$32,https://www.snagajob.com/jobs/620846082
510,Finance Support Speciali...,"Jefferson Capital Systems, LLC",X,,,,,X,,,,Employment Type: Full Time Work Hours: Non-Exempt; Hourly 40+ hours per week; Monday – Friday (8:00 am – 4:30 pm) Education Requirements - College Degree preferred; High School Diploma or GED required. Experience Requirements - 2+ years related work experience. Qualifications - Highly organized w...,~$16,https://www.jcap.com/careers/finance-support-specialist
